Publisher Name,Publisher Registry Id,Publisher Type,Timeliness,Forward looking,Comprehensiveness,Score
CIFAL Scotland,cifal,"Academic, Training and Research",0.0,0.0,0.0,0.0
CINI,cini_jhk,National NGO,0.0,0.0,0.0,0.0
CISU,cisu,National NGO,100.0,66.0,68.65032228932917,78.21677409644305
City of London Corporation,col-greenfinance,Other Public Sector,0.0,0.0,0.0,0.0
CIVICUS World Alliance for Citizen Participation,civicus,International NGO,25.0,66.66666666666667,91.66666666666667,61.111111111111114
CIVIL INITIATIVES FOR DEVELOPMENT AND PEACE INDIA,cividep,National NGO,0.0,33.333333333333336,64.58333333333333,32.638888888888886
CLASP,clasp,International NGO,37.5,0.0,65.11766975308642,34.20588991769547
Clean Clothes Campaign,ccc,International NGO,62.5,0.0,80.20833333333333,47.569444444444436
ClientEarth,clientearth-1,International NGO,0.0,0.0,65.27777777777777,21.759259259259256
Climate Bonds Initiative,cbi,International NGO,0.0,0.0,0.0,0.0
Climate Investment Funds,cif,Multilateral,0.0,0.0,43.477868112014455,14.492622704004818
Climate Policy Initiative,cpi,"Academic, Training and Research",0.0,0.0,55.46296296296296,18.487654320987655
Clinton Health Access Initiative,chai,International NGO,62.5,88.66666666666667,70.83333333333333,74.0
CNV Internationaal,nl-kvk-54436222-27541,National NGO,12.5,0.0,78.25053418803418,30.25017806267806
Coalition for Epidemic Preparedness Innovations,cepi,International NGO,25.0,0.0,67.36111111111111,30.787037037037038
Coalition of African Lesbians (CAL),cal_2000-pu,International NGO,0.0,0.0,77.79166666666667,25.930555555555557
Cobra Collective CIC,cobracollective,International NGO,0.0,0.0,65.27777777777777,21.759259259259256
COC Nederland,cocnl_publisher,National NGO,12.5,0.0,77.29992229992229,29.93330743330743
CODA International,coda,International NGO,0.0,0.0,0.0,0.0
Coffey International Development,coffey,Private Sector,75.0,22.0,68.45794905577515,55.15264968525838
ColaLife,colalife,National NGO,0.0,0.0,74.86111111111111,24.953703703703706
Collectif Stratégies Alimentaires,csa,National NGO,37.5,100.0,85.92592592592592,74.4753086419753
Comité pour l'abolition des dettes illégitimes,cadtm,National NGO,0.0,0.0,0.0,0.0
COMMISSION JUSTICE ET PAIX ASBL (cjp),cjp,National NGO,37.5,100.0,83.33333333333333,73.6111111111111
Commonwealth Local Government Forum,clgf_data,International NGO,0.0,0.0,75.55555555555556,25.185185185185187
Commune de Adja-Ouere - Bénin,adja-ouere,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Adjarra - Bénin,adjarra,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Adjohoun - Bénin,adjohoun,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Akpro-Missérété - Bénin,akpro-misserete,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Allada - Bénin,allada,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Aplahoué - Bénin,aplahoue,Other Public Sector,0.0,0.0,78.47222222222223,26.15740740740741
Commune de Avrankou - Bénin,avrankou,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Bopa - Bénin,bopa,Other Public Sector,0.0,0.0,78.47222222222223,26.15740740740741
Commune de Comè - Bénin,come,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Dangbo - Benin,dangbo,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Ifangni - Bénin,ifangni,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Klouékanmè - Bénin,klouekanme,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Kpomassè - Bénin,kpomasse,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Kétou - Bénin,ketou,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Lalo - Bénin,lalo,Other Public Sector,0.0,0.0,78.47222222222223,26.15740740740741
Commune de Parakou - Bénin,parakou,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Pobè - Bénin,pobe,Other Public Sector,0.0,0.0,78.47222222222223,26.15740740740741
Commune de Toffo - Bénin,toffo,Other Public Sector,0.0,0.0,0.0,0.0
Commune de Toviklin - Bénin,toviklin,Other Public Sector,0.0,0.0,78.47222222222223,26.15740740740741
Commune de Zè - Bénin,ze,Other Public Sector,0.0,0.0,0.0,0.0
Compassion UK,comp_uk,International NGO,37.5,0.0,0.0,12.5
Concern Worldwide,concern_worldwide,International NGO,75.0,32.333333333333336,70.13597513597514,59.156436156436165
Concern Worldwide UK,concernuk,International NGO,75.0,32.0,66.25041625041625,57.75013875013875
Conciliation Resources,cr,International NGO,0.0,0.0,59.212962962962955,19.73765432098765
Concordis International,concordis,International NGO,0.0,0.0,0.0,0.0
CONEXIÓN,conexionla,Regional NGO,12.5,66.66666666666667,68.92361111111111,49.363425925925924
Confederation of Danish Industry,di,Private Sector,25.0,0.0,68.40277777777777,31.134259259259256
Conflict Dynamics International,cdi,International NGO,0.0,0.0,0.0,0.0
"Conflict, Stability and Security Fund",cssf,Government,0.0,0.0,0.0,0.0
Congodorpen vzw,congodorpen,National NGO,37.5,100.0,87.03703703703704,74.84567901234568
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,National NGO,0.0,33.333333333333336,84.72222222222223,39.351851851851855
Conservation International Foundation,c_i_f,International NGO,12.5,0.0,65.83333333333333,26.11111111111111
Consortium for Street Children,csc,International NGO,0.0,0.0,42.77777777777778,14.25925925925926
Consortium of Reproductive Health Associations (CORHA),corha,National NGO,0.0,0.0,64.58333333333333,21.527777777777775
Construction Sector Transparency Initiative (CoST),cost_uk,International NGO,0.0,0.0,62.92275828460039,20.974252761533464
convention de la société civile ivoirienne,csci_benkadi,National NGO,0.0,0.0,0.0,0.0
Coopération par l'Education et la Culture,cec,National NGO,37.5,100.0,84.25925925925927,73.91975308641976
Cord,cord,Regional NGO,0.0,0.0,0.0,0.0
Cordaid,cordaid,International NGO,87.5,2.6666666666666665,75.32732732732734,55.16466466466468
Corus International,corus,International NGO,0.0,0.0,0.0,0.0
Cowater International Inc,cowater,Private Sector,75.0,0.0,65.41666666666667,46.805555555555564
Cowater UK Limited,cowateruk,Private Sector,62.5,0.0,0.0,20.833333333333332
COWI,cowi,Other Public Sector,0.0,0.0,0.0,0.0
Coöperatief Climate Fund Managers U.A.,cfm,Private Sector,0.0,0.0,58.522798008092124,19.507599336030708
CRANE,crane,National NGO,0.0,0.0,0.0,0.0
CREA,creausa-org,International NGO,12.5,10.666666666666666,76.51489771021022,33.227188125625624
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,National NGO,37.5,100.0,85.89065255731923,74.46355085243975
Cross-Government Prosperity Fund,prosperityfund,Government,0.0,0.0,0.0,0.0
Crown Agents Limited,cal,Private Sector,37.5,0.0,79.86111111111111,39.120370370370374
CUAMM Trustees,cuammtrustees,National NGO,0.0,0.0,0.0,0.0
Cyan International,cyan,International NGO,0.0,0.0,0.0,0.0
D. Capital Partners,dcapitalpartners,Public Private Partnership,0.0,0.0,67.84188034188034,22.613960113960115
DAI Global Health,healthpartners-international,Private Sector,0.0,0.0,47.77777777777778,15.925925925925926
DAI Global UK,dai-e,Private Sector,25.0,21.666666666666668,73.61111111111111,40.092592592592595
Dalberg Catalyst,dalbergcatalyst,International NGO,0.0,0.0,68.05555555555556,22.685185185185187
Damiaanactie / Action Damien,damien-foundation,National NGO,12.5,0.0,84.49074074074073,32.33024691358025
dance4life,dance4life,International NGO,0.0,0.0,0.0,0.0
DanChurchAid,dca,International NGO,62.5,97.33333333333333,69.34591914569032,76.39308415967454
Danish Family Planning Association,dfpa,National NGO,87.5,3.3333333333333335,68.1576797385621,52.99700435729847
Danish Refugee Council,drc,International NGO,87.5,17.333333333333332,69.40636200716845,58.07989844683393
Danmission,danmission,National NGO,37.5,112.0,72.4537037037037,73.98456790123457
Data4Development,d4d,Private Sector,0.0,0.0,0.0,0.0
DataDrivenFinance Kenya Ltd,ddfkenya,Private Sector,0.0,0.0,0.0,0.0
David Gordon Memorial Hospital,dgmh,"Academic, Training and Research",0.0,0.0,0.0,0.0
Dawuro Development Association,dawuro_da,"Academic, Training and Research",0.0,0.0,0.0,0.0
DCAF - Geneva Centre for Security Sector Governance,dcaf,Foundation,62.5,3.6666666666666665,80.27391975308643,48.81352880658437
DeafKidz International,dki1151219,International NGO,0.0,0.0,72.08333333333333,24.027777777777775
DECP,decp,National NGO,12.5,0.0,76.48169482846902,29.660564942823004
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,National NGO,37.5,41.333333333333336,66.11979166666667,48.317708333333336
Delivery Associates Ltd,delivery_associates,Private Sector,0.0,0.0,59.02777777777778,19.675925925925927
Deloitte Touche Tohmatsu India LLP,dttillp,Private Sector,0.0,0.0,0.0,0.0
Democracy Reporting International gGmbH,dri,International NGO,12.5,0.0,0.0,4.166666666666667
Democratic Governance Facility,dgf,Other Public Sector,0.0,0.0,80.55555555555556,26.85185185185185
"Denmark - Ministry of Foreign Affairs, Danida",danida,Government,100.0,11.666666666666666,79.37299107473908,63.67988591380191
Department for International Trade,dit,Government,0.0,0.0,0.0,0.0
Desmond Tutu HIV Foundation,dthfxx12,"Academic, Training and Research",0.0,0.0,68.39646464646465,22.79882154882155
Development Aid from People to People (DAPP) Malawi,dapp,National NGO,0.0,0.0,71.43518518518519,23.81172839506173
Development Expertise Center,dec_ethiopia,National NGO,0.0,0.0,79.86111111111111,26.62037037037037
Development Initiatives Poverty Research,dipr,International NGO,87.5,16.666666666666668,71.94444444444443,58.703703703703695
Development Media International,dmi_admin,International NGO,25.0,0.0,0.0,8.333333333333334
Development Organisation of the Rural Poor,dorp-org,National NGO,0.0,0.0,0.0,0.0
Developments In Literacy Trust UK,diltuk,International NGO,0.0,0.0,0.0,0.0
Devidayal Solar Solutions Private Limited,ddsolar,Private Sector,0.0,0.0,57.5,19.166666666666668
Diakonia (Sweden),diakonia-sweden,International NGO,12.5,0.0,56.80555555555556,23.10185185185185
Digital Campus,dc,"Academic, Training and Research",0.0,0.0,0.0,0.0
Direcção Provincial de Saúde de Nampula,dps-nampula,Government,0.0,0.0,70.83333333333333,23.61111111111111
Disability and Development Partners,ddp,International NGO,0.0,0.0,64.95370370370371,21.651234567901238
Disability Rights Advocacy Fund,draf,International NGO,0.0,0.0,0.0,0.0
Disability Rights Fund,drf,International NGO,0.0,0.0,62.361111111111114,20.787037037037038
Disabled People's Organisations Denmark,dpod,National NGO,50.0,54.666666666666664,70.2539843035293,58.306883656731976
Disasters Emergency Committee,dec-uk,National NGO,0.0,0.0,77.19907407407408,25.733024691358025
"Discovery Learning Alliance, Inc.",dla,International NGO,0.0,0.0,0.0,0.0
DiXi Group NGO,dixigroup,National NGO,0.0,0.0,0.0,0.0
Djapo,djapo,National NGO,37.5,100.0,59.583333333333336,65.69444444444444
DKT - (Pakistan),dkt,Private Sector,0.0,0.0,50.55555555555556,16.85185185185185
DKT Ethiopia,dkt_ethiopia,International NGO,0.0,0.0,68.05555555555556,22.685185185185187
DKT International,dkti,International NGO,12.5,0.0,82.63888888888889,31.712962962962962
DKT RD Congo,dkt_drc,National NGO,0.0,0.0,75.69444444444444,25.23148148148148
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,Government,0.0,0.0,0.0,0.0
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,International NGO,0.0,0.0,58.02777777777778,19.34259259259259
Doctors of the World UK,dotw_uk,International NGO,0.0,0.0,0.0,0.0
Doctors with Africa CUAMM,cuamm,International NGO,0.0,0.0,49.84126984126984,16.613756613756614
Dorcas Aid International,dai,International NGO,62.5,20.0,78.76878754200735,53.75626251400245
Down syndrome Foundation Nigeria,dsfn,National NGO,0.0,0.0,0.0,0.0
Drugs for Neglected Diseases initiative (DNDi),dndi_transparency,"Academic, Training and Research",12.5,0.0,78.47222222222223,30.324074074074076
DUF - The Danish Youth Council,duf,National NGO,50.0,31.333333333333332,72.2740086648561,51.20244733272981
Dynamo International asbl,dynamo_international,National NGO,12.5,100.0,85.69444444444446,66.06481481481482
Défi Belgique Afrique,dba,National NGO,37.5,100.0,84.72222222222223,74.07407407407408
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,National NGO,0.0,0.0,65.47979797979798,21.826599326599325
"E3 - Ecología, Economía y Etíca",grupoe3,Private Sector,0.0,0.0,63.05555555555556,21.01851851851852
EABX,eabx,Private Sector,12.5,0.0,65.27777777777777,25.925925925925924
Earthworm Foundation,ewf,International NGO,0.0,0.0,0.0,0.0
East African Playgrounds,eap,International NGO,0.0,0.0,73.61111111111111,24.537037037037038
ECDPM,ecdpm,"Academic, Training and Research",25.0,0.0,0.0,8.333333333333334
Echos Communication,ec,National NGO,0.0,0.0,0.0,0.0
Eclosio,eclosio,National NGO,37.5,100.0,85.49382716049382,74.33127572016461
Economic and Social Fund for Development,esfd,Government,0.0,0.0,68.05555555555556,22.685185185185187
Economic and Social Research Foundation (ESRF),esrf,"Academic, Training and Research",0.0,0.0,70.83333333333333,23.61111111111111
Ecorys Nederland B.V.,ecorysnl,Private Sector,0.0,0.0,0.0,0.0
Ecorys UK,ecuk,Private Sector,25.0,27.333333333333332,71.29629629629629,41.20987654320987
Educate!,educate,International NGO,0.0,0.0,68.05555555555556,22.685185185185187
Education Development Trust,eddevtrust,International NGO,25.0,66.66666666666667,74.75694444444444,55.47453703703704
Edukans Foundation,edukans_foundation,International NGO,0.0,0.0,0.0,0.0
ELEVATE Hong Kong Holdings Limited,elevatelimited,Private Sector,0.0,0.0,0.0,0.0
Elrha,elrha,International NGO,37.5,0.0,77.08333333333333,38.19444444444444
Elton John AIDS Foundation,ejaf,Foundation,62.5,0.0,0.0,20.833333333333332
Emissa,emissa,National NGO,0.0,0.0,54.6031746031746,18.2010582010582
Emmanuel International UK,eiuk,International NGO,0.0,0.0,0.0,0.0
EMMS International,emms,International NGO,75.0,3.3333333333333335,75.04356452726017,51.12563262019783
Energy 4 Impact,e4i,International NGO,0.0,0.0,57.5,19.166666666666668
Energy Saving Trust,energy_saving_trust,Other Public Sector,25.0,0.0,0.0,8.333333333333334
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,National NGO,37.5,66.66666666666667,84.72222222222223,62.96296296296297
EngenderHealth,ehorg,International NGO,12.5,0.0,75.97222222222223,29.490740740740744
EngenderHealth Ethiopia,engenderhealth_eth,International NGO,25.0,0.0,81.59722222222223,35.53240740740741
Engineers Without Borders Canada,ewb_canada,International NGO,0.0,0.0,49.14351851851852,16.381172839506174
Enhanced Integrated Framework,eif,Multilateral,0.0,0.0,55.416666666666664,18.47222222222222
Enroot,nroot,Private Sector,0.0,0.0,0.0,0.0
"Entiqal for Training ""Partners for Good""",pfg,National NGO,25.0,33.333333333333336,76.38888888888889,44.90740740740741
Entraide et Fraternité,ef_,National NGO,37.5,100.0,80.61507936507937,72.70502645502646
equileap,equileap,International NGO,0.0,0.0,85.41666666666667,28.472222222222225
Ethical Trading Initiative,eti,International NGO,12.5,50.0,82.98611111111111,48.495370370370374
Ethiopiaid Ireland,ethiopiaidireland,International NGO,0.0,0.0,68.05555555555556,22.685185185185187
Ethiopiaid UK,ethiopiaiduk,International NGO,50.0,0.0,62.99382716049383,37.66460905349794
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,National NGO,25.0,0.0,0.0,8.333333333333334
Ethiopian Public Health Association,epha,Other Public Sector,0.0,0.0,0.0,0.0
Ethiopian Women Lawyers Association,ewla,National NGO,0.0,0.0,83.33333333333333,27.777777777777775
Ethiopian Women with Disabilities National Assocation,ewdna2025,National NGO,37.5,66.66666666666667,91.66666666666667,65.27777777777779
Eurasia Partnership Foundation,epf,Foundation,0.0,0.0,63.05555555555556,21.01851851851852
European Bank for Reconstruction and Development,ebrd,Multilateral,87.5,0.0,79.93803762295049,55.81267920765017
European Commission - Humanitarian Aid & Civil Protection,ec-echo,Other Public Sector,100.0,77.66666666666667,94.4800620288668,90.71557623184451
European Commission - International Partnerships,ec-intpa,Other Public Sector,87.5,30.333333333333332,92.24293468521151,70.02542267284828
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,Other Public Sector,87.5,24.666666666666668,90.66786155115787,67.6115094059415
European Commission - Service for Foreign Policy Instruments,ec-fpi,Other Public Sector,87.5,0.0,86.01140652680601,57.83713550893534
European Forest Institute,efi,"Academic, Training and Research",12.5,0.0,65.27777777777777,25.925925925925924
European Institute of Peace,eip,Other Public Sector,0.0,4.666666666666667,51.423611111111114,18.69675925925926
European Investment Bank,eib,Multilateral,100.0,33.333333333333336,66.97986089814033,66.77106474382457
European Journalism Centre,ejc,National NGO,0.0,0.0,82.84722222222223,27.615740740740744
Eve Organization for Women Development,eveowd,National NGO,0.0,66.66666666666667,83.33333333333333,50.0
EveryChild,evc,International NGO,0.0,0.0,0.0,0.0
Excellent Development,excellent,International NGO,0.0,0.0,0.0,0.0
Exeter Ethiopia Link,eel,International NGO,0.0,0.0,0.0,0.0
Fair Wear Foundation,fwf,International NGO,25.0,66.66666666666667,74.43849206349206,55.36838624338625
FairChain Foundation,fc-f,International NGO,0.0,0.0,61.80555555555556,20.60185185185185
Fairfood International,fairfood,National NGO,12.5,40.0,88.88888888888889,47.129629629629626
Fairtrade Belgium,fairtrade_be,National NGO,37.5,100.0,81.94444444444444,73.14814814814815
Fairtrade Labelling Organizations International e.V.,fairtrade_international,International NGO,0.0,0.0,0.0,0.0
Family Aids Caring Trust,fact,National NGO,0.0,0.0,82.63888888888889,27.546296296296294
Family Counseling and Development Foundation,fcdf,National NGO,25.0,0.0,85.41666666666667,36.80555555555556
Family Guidance Association of Ethiopia,fgae_ethiopia,National NGO,37.5,0.0,75.69444444444444,37.73148148148148
Family Life Education Program,flepuganda,National NGO,0.0,0.0,0.0,0.0
Farm Africa,fa,International NGO,0.0,0.0,53.333333333333336,17.77777777777778
Fauna & Flora International,ffi_publisher,International NGO,0.0,0.0,0.0,0.0
Federation of Women Lawyers Kenya,fida,National NGO,62.5,66.66666666666667,94.44444444444444,74.53703703703705
fedesarrollo,fedesarrollo,Private Sector,12.5,0.0,0.0,4.166666666666667
Feed the Minds,ftm-291333,International NGO,0.0,0.0,82.63888888888889,27.546296296296294
Female,female,National NGO,0.0,0.0,70.83333333333333,23.61111111111111
FHI360,fhi360,International NGO,12.5,0.0,63.05555555555556,25.185185185185187
Fiabel,fiabel,National NGO,12.5,0.0,0.0,4.166666666666667
FIAN Belgium,fian-belgium,National NGO,37.5,100.0,83.33333333333333,73.6111111111111
"Field Ready, USA",field_ready,International NGO,0.0,0.0,79.86111111111111,26.62037037037037
Fight Hunger Foundation,fhf,National NGO,0.0,0.0,0.0,0.0
Financial Sector Deepening Uganda,fsduganda,National NGO,0.0,0.0,0.0,0.0
FIND,finddiagnostics,Foundation,0.0,0.0,68.40277777777777,22.800925925925924
Find Your Feet,fyf,International NGO,0.0,0.0,79.62962962962962,26.543209876543205
Finland - Ministry for Foreign Affairs,finland_mfa,Government,87.5,14.666666666666666,71.26530348533322,57.8106567173333
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,International NGO,25.0,33.333333333333336,88.88888888888889,49.074074074074076
FMDQ Group PLC,fmdqgroupplc_2013,Private Sector,12.5,0.0,65.27777777777777,25.925925925925924
FMO,fmo,Public Private Partnership,87.5,0.0,72.35923060391146,53.286410201303816
FONCABA ASBL KBA VZW,foncaba,National NGO,0.0,0.0,0.0,0.0
Fondation Hirondelle,fh_ch,International NGO,0.0,0.0,62.361111111111114,20.787037037037038
Fondo Centroamericano de Mujeres,fcam,Foundation,12.5,0.0,84.25925925925927,32.25308641975309
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,National NGO,37.5,100.0,84.0,73.83333333333333
Food and Agriculture Organization of the United Nations (FAO),fao,Multilateral,0.0,0.0,0.0,0.0
Food for the Hungry UK,fh,International NGO,0.0,0.0,0.0,0.0
Forest Trends Association,forest-trends,International NGO,25.0,0.0,51.80555555555556,25.60185185185185
Forests Monitor,fm,International NGO,0.0,0.0,0.0,0.0
Forests of the World,fowdk,International NGO,25.0,0.0,64.84953703703704,29.949845679012345
Forever Sabah,fs,National NGO,0.0,0.0,0.0,0.0
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,Regional NGO,12.5,14.333333333333334,82.79265873015873,36.54199735449736
forum for women in democracy,fowode,National NGO,87.5,66.66666666666667,94.44444444444444,82.87037037037038
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,National NGO,37.5,83.33333333333333,84.25925925925927,68.3641975308642
Fosera Solarsystems GmbH & Co. KG aA,fosaa,"Academic, Training and Research",0.0,0.0,65.27777777777777,21.759259259259256
Foundation for Social Improvement,the_fsi,"Academic, Training and Research",0.0,0.0,74.30555555555556,24.76851851851852
France - Ministry for Europe and Foreign Affairs,france,Government,50.0,0.0,78.47222222222223,42.824074074074076
FRANK Water,frankwater,International NGO,0.0,0.0,0.0,0.0
Free a Girl,freeagirl,Foundation,25.0,66.66666666666667,67.07175925925927,52.91280864197531
Free Press Unlimited,free_press_unlimited,International NGO,25.0,0.0,74.53703703703704,33.17901234567901
Freedom Forum,ff,National NGO,0.0,0.0,55.763888888888886,18.587962962962962
Friends of Kipkelion,kipkelion,Regional NGO,0.0,0.0,0.0,0.0
Friends of Publish What You Fund,friendsofpwyf,International NGO,0.0,0.0,59.30555555555556,19.76851851851852
Friends of the Earth International,foei,International NGO,0.0,66.66666666666667,80.90277777777777,49.18981481481482
Friends of the Earth-Ghana,foe-ghana,National NGO,0.0,0.0,71.38888888888889,23.796296296296294
Frontclear,frontclear_ftap,Private Sector,0.0,0.0,59.02777777777778,19.675925925925927
Frontline AIDS,f-aids,International NGO,25.0,0.0,81.45282186948855,35.48427395649618
Frères des Hommes,fdhommes,National NGO,25.0,100.0,84.72222222222223,69.9074074074074
FSD Africa,fsdafrica,International NGO,12.5,0.0,72.4910394265233,28.330346475507767
Fundacion Acceso,fundacion-acceso,Regional NGO,0.0,0.0,0.0,0.0
Fundación Avina,fundacionavina,Foundation,0.0,66.66666666666667,71.90972222222223,46.19212962962964
Fundación Fondo Mujeres del Sur,fms,Foundation,12.5,66.66666666666667,88.88888888888889,56.01851851851851
Fundación Gaia Amazonas,gaia,Regional NGO,0.0,66.66666666666667,77.43055555555556,48.03240740740741
Fundación Oriéntame,orientame,National NGO,0.0,0.0,66.52777777777777,22.175925925925924
GALZ,galz,National NGO,12.5,0.0,77.68518518518519,30.06172839506173
Gatsby Africa,ga,Foundation,37.5,13.333333333333334,71.32936507936508,40.72089947089947
"Gavi, the vaccine alliance",gavi,Public Private Partnership,87.5,98.33333333333333,96.21250073736333,94.01527802356554
GEF Secretariat,gef,Multilateral,87.5,1.6666666666666667,73.89000880512161,54.35222515726276
GEMS Education Solutions,mgcubed,Private Sector,0.0,0.0,0.0,0.0
Gender at Work,genderatwork,International NGO,37.5,66.66666666666667,80.23809523809523,61.46825396825397
Gender Equality Network,gen,National NGO,25.0,0.0,74.86111111111111,33.28703703703704
Gender Links,gl,Regional NGO,0.0,35.0,63.3179012345679,32.772633744855966
Geneva International Centre for Humanitarian Demining,gichd,Foundation,50.0,0.0,69.01041666666667,39.67013888888889
GEOMOUN ASBL,geomoun,National NGO,37.5,100.0,86.66666666666667,74.72222222222223
Germany - Federal Foreign Office,fo_germany,Government,75.0,92.33333333333333,77.38683812569775,81.57339048634368
Germany - Ministry for Economic Cooperation and Development,bmz,Government,87.5,31.333333333333332,88.50915150862153,69.11416161398495
Germany GIZ Non BMZ,giz,Other Public Sector,50.0,78.33333333333333,73.97342995169082,67.43558776167471
GHANA NETHERLANDS BUSINESS & CULTURE COUNCIL,gnbcc,National NGO,37.5,3.0,80.93434343434343,40.47811447811448
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,International NGO,12.5,0.0,0.0,4.166666666666667
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,Private Sector,75.0,33.0,67.70833333333333,58.569444444444436
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,International NGO,37.5,0.0,72.36805555555556,36.62268518518518
GiveDirectly,givedirectly,International NGO,0.0,0.0,0.0,0.0
Global Action Nepal,gan,National NGO,0.0,0.0,0.0,0.0
Global Alliance for Livestock Veterinary Medicines,galvmed,International NGO,25.0,66.66666666666667,77.08333333333333,56.25
Global Alliance for TB Drug Development,tb-a,"Academic, Training and Research",0.0,0.0,68.05555555555556,22.685185185185187
Global Anaesthesia Development Partnerships,gadp,"Academic, Training and Research",0.0,0.0,63.05555555555556,21.01851851851852
Global Antibiotic Research and Development Partnership,gardp,Public Private Partnership,12.5,0.0,69.68954248366013,27.396514161220043
Global Canopy,globalcanopy,International NGO,25.0,0.0,0.0,8.333333333333334
Global Disability Innovation Hub,gdihub,"Academic, Training and Research",12.5,0.0,67.36111111111111,26.62037037037037
Global Focus,globaltfokus,National NGO,75.0,0.0,64.58333333333333,46.52777777777777
Global Fund for Community Foundations,gfcf,Foundation,25.0,66.66666666666667,83.33333333333333,58.333333333333336
Global Fund to End Modern Slavery,gfems,National NGO,0.0,0.0,60.763888888888886,20.25462962962963
Global Green Growth Institute (GGGI),gggi,Multilateral,12.5,0.0,74.92766477451907,29.14255492483969
Global Impact Investing Network,giin,National NGO,12.5,0.0,76.25,29.583333333333332
Global Innovation Fund,gif,International NGO,75.0,0.0,54.52107279693487,43.17369093231162
Global Integrity,gi,International NGO,25.0,0.0,80.01543209876543,35.00514403292181
Global Network of People Living with HIV (GNP+),gnpplus,International NGO,37.5,24.0,67.29166666666666,42.93055555555555
Global Network of Sex Work Projects (NSWP),nswp,International NGO,0.0,0.0,0.0,0.0
Global Partnership for Education,gpe,Multilateral,0.0,0.0,0.0,0.0
Global Rights Compliance Foundation,grc2018,Foundation,62.5,0.0,68.52656227656227,43.6755207588541
Global Shea Alliance,globalshea,Regional NGO,0.0,0.0,74.30555555555556,24.76851851851852
Global Water Partnership,gwp,International NGO,12.5,0.0,65.27777777777777,25.925925925925924
Global Witness,globalwitness,International NGO,0.0,0.0,0.0,0.0
GlobalGiving.org,globalgiving,International NGO,0.0,0.0,0.0,0.0
GOAL,goal,International NGO,0.0,0.0,76.73611111111111,25.578703703703706
GOGLA - Global Off-Grid Lighting Association,gogla,Private Sector,0.0,0.0,64.16666666666667,21.38888888888889
GoodWeave International,goodweave_intl,International NGO,0.0,0.0,0.0,0.0
Goree Institute,gorin,National NGO,0.0,0.0,74.86111111111111,24.953703703703706
Gorongosa Restoration Project,grp,Public Private Partnership,25.0,100.0,74.30555555555556,66.43518518518518
GPPAC Foundation,gppac,International NGO,0.0,0.0,0.0,0.0
Grand Bargain Test,wrgb,"Academic, Training and Research",0.0,0.0,0.0,0.0
Grand Challenges Canada,hgc,National NGO,87.5,0.0,65.27777777777777,50.925925925925924
Greater Virunga Transboundary Collaboration,gvtc,Government,12.5,33.333333333333336,76.73611111111111,40.85648148148149
Greece - Ministry of Foreign Affairs,greece_mfa,Government,0.0,0.0,0.0,0.0
Ground Truth Solutions,ground-truth-solutions,International NGO,0.0,0.0,71.52777777777777,23.84259259259259
Groupe Pivot Santé Population,gpsp-org,"Academic, Training and Research",0.0,0.0,0.0,0.0
Grow Asia,growasia,Regional NGO,0.0,0.0,0.0,0.0
Grow Movement,growmovement_admin,"Academic, Training and Research",0.0,0.0,58.81944444444444,19.60648148148148
GSMA Foundation,gsma_foundation,Foundation,0.0,0.0,61.80555555555556,20.60185185185185
Gulu University,guluuni,"Academic, Training and Research",0.0,0.0,0.0,0.0
Guttmacher Institute,guttmacher,International NGO,0.0,0.0,0.0,0.0
Hagar International UK,hagar_uk,International NGO,0.0,0.0,0.0,0.0
Haiti Hospital Appeal,hha,International NGO,0.0,0.0,82.63888888888889,27.546296296296294
Hand in Hand International,handinhand,International NGO,0.0,0.0,71.52777777777777,23.84259259259259
